answer,keywords
rocky,Apollo Creed Stallone movie life film oscar Sylvester title shot winner Picture beef character Adrian Balboa song slab taglines nickname series Mickey burgess Single boxer chug eggs punch Rockford Survivor Burning Heart Tiger Actor Original Screenplay Born President Rocky Muhammad
rocky marciano,heavyweight april boxing Retiring Balboa sport Rocky Machegiano Tony Bianco Sadly Massachusetts undefeated champ Brockton Professional legend fight movie crash trivia lost career history bout play famous die title Jersey Walcott Louis nickname writer Stallone Ezzard Blockbuster Mass Liebling brown
rococo,century style Baroque French architecture ornate Fragonard term ornamental early decorative rocaille evolve rockwork delicate Italian Francois Boucher Swing Lubeck Rathaus Initially Maurice Quai Louis Clodion exponent date superb frothy note shellwork artsy exemplify painting greatest lesser-known conglomerate company specialize
rod serling,Zone Twilight Requiem Heavyweight Emmy October writing Joel Engle Dreams Nightmares Life Playhouse host book author play competition Night subtitle television christmas jackie encyclopedia creator telecast show biography Liars Club Broadway John Lithgow Meek American Masters Approval Gallery WWII Steven
rodents,Order mammal animal zoology belong gnaw member include beaver chinchilla group part capybara large mouse species marmot rat porcupines Latin Yorkshire North American Weighing Patagonian Cajun Humans Muskrats Squirrels gerbil combine dog tiny terrier breed catch abundant chipmunk bark cavy
rodeo,ballet Mille Agnes ranch cowboy Scene Burnt american roper cowgirl museum oklahoma Courting Western Copland exhibition corral public champion wrangler National City subtitle house hall fame time syllable skill love event ride Characters Miss Lomitas Colorado Springs Marjon Brady Inside
rodin,French Thinker sculptor museum Balzac philadelphia artist Paris bronze Hugo Louis Centaur Antoine Bourdelle include Victor Burghers Calais Broken Nose Dying Gates Hell Kiss devote famous scott spend years chief assistant steal Vanquished Belgian Camille entrance originally study life monument
rodney dangerfield,Respect Comedy Back Money School Easy Grammy Recording role actor make album movie hockey Thornton Melon Jacob Cohen Ladybugs Sullivan Show Caddyshack Vonnegut Kurt award film play grammy-winning college earn celebrity original quote fight game break funnyman Chester debut winner
roger bannister,minutes mile espn British Zealand Diane Four-Minute sport John Walker Gunder Hagg Leather Illustrated Running Middlesex autobiography roger record beating foot boy remain mark superstar break kilometer doctor anniversary historic knight entertainment give time things woman physician publish write article
roger williams,rhode island Providence america Narragansett century found colony Massachusetts baptist hall london Father memorial religious March January Pequot Puritan church Briefly European Grateful Thackeray Wesley Charterhouse Bunyan Pilgrim establish language ban national roger nickname town minister early date left clergyman
rolling stone,magazine music Rock cover Lennon Annie Leibovitz John Jann Wenner November Hook roll found issue Francisco song premiere thompson Henry Greatest Literary photo chief photographer publication list editor Specialized Journalism Mick Jagger Medicine Show Happy March Eddie Vedder Random Notes
rolls-royce,Silver Ghost Phantom cloud auto Shadow company stock British model automaker make Seraph Corniche London Exchange FTSE Index industry introduce business Spirit Ecstasy car luxury wheel fortune automobile Coupe call black founder die history launch true firm logo radiator plate
roman polanski,director Chinatown Water film Jack Knife Pianist chair Nicholson movie make slit Vienna Oscar-nominated Vampires Jerzy Kosinski Painted Bird Roman Lodz American Wodzie Hollywood Rosemary Baby Sharon Dance Fearless Killers Repulsion Tess Wardrobe Death Maiden Frantic Raimund Liebling States Deep
romania,country European Transylvania King Walachia Michael Ceausescu world eastern Carol Moldavia nation prince Dracula history Nicolae Affair Szabo WWII Iliescu Bucharest Constantinescu Alps Dec. Vlad born olympic form Church Magda rule president region unite Emil Impaler Cuza Romans Hungarians Black
romans,people london Etruscan city portugal Cicero call century Israel Palestine Lusitania Spain Carthaginians Visigoths Boadicea Britain Empire Caesar Antony alphabet give book bible ruling found absorb byzantine build world geography land section conqueror establish province history add letter present form
rome,City capital world history Eternal Italian ancient fountain Pope Gauls hill European Respighi Caesar build Caracalla Baths found wall Rossellini Hadrian Steps Trajan Spanish Emmanuel church roads Pius Reme Etruscan Tarquins Renaissance Florence Rimsky Russian Marcus Opellius Oscar write emperor
romeo,shakespeare love Rosaline Title Juliet character Tybalt Verona Montague Paris die Romeo line kill apothecary drug quick kiss Leonardo Mercutio Scene true banish labour lost unseen Call trivia actor fair DiCaprio spoiler alert poison romantic play film balcony book young
romeo & juliet,shakespeare Leonard Whiting Olivia Hussey ballet lover play pair film title character Yuri Reflections Montecchi Tybalt Verona Bellini Capuleti Friar Lawrence Orson Welles Claire Danes Bolshoi Zhdanov Galina Ulanova Chorus Royal Kenneth Nureyev Fonteyn NATO Alpha Bravo opera teenager phonetic
romeo and juliet,Shakespeare play Verona Mercutio scene lover Tybalt line Goodnight till Howard girl ballet Prince Parting Montague star-crossed dignity house kinsman Story pair quote meet thou Friar death sorrow Shearer Hussey Sampson Dame Margot Fonteyn Lady Lawrence Tempest Macbeth plague character
rommel,Desert Afrika Fox Libya Korps German Hitler field tank June British Egypt Tobruk James Mason Rat Allies Rhine WWII world general history nickname implicate plot marshal military 1941-1943 commander capture fact portray force push unit alternative turn tide clever tactics
ron howard,director Splash Days Happy actor film Theft Grand Opie Apollo Duncan Oklahoma Cocoon Mayberry Eddie star Night Father Parenthood Arrested playing Beautiful Mind Development feature Andy Griffith born narrator years Lovell Babaloo Mandel Courtship Bosley Henry Fonda Smith Family Richie
ronald reagan,president California college actor Illinois Republican Eureka film Secretary Ford governor Guild Communicator wife court House nickname years library Nancy Great Dutch state born trivia supreme Screen politics Valley movie Calif Princess Bonzo radio America union chief July service future
root beer,Hires drink Barq soft beverage brand Elmer begin food bottle Philadelphia Allen making invent flavor sell sassafras distribute nonpotent pharmacist sarsaparilla famous frosty double Biloxi Prohibition Francisco Wright Philly Edward late birthday star early mix soda friend hold century mississippi
roots,American Saga Alex Family miniseries plant record subtitle Maya emmy Generations mesquite Kinte Airing sequel January Henning Tennessee hold desert history Boto reach Angelou literature book parts sellers send foot begin moisture fact television surface bestseller annual rate author famous
roquefort,cheese French blue Charlemagne king Combalou cave make aged milk favorite blue-veined pope limestone c'est ewe call TORQUE Southwestern Societe Mount Sauternes legend create shepherd left piece week food world leading brand cuisine meal end wine serve version authenticate sheep
rosa parks,Montgomery Civil Movement Alabama give woman seat famous refuse Mother Dec. american home black Detroit King NAACP Atlanta Parade National Hall work boycott incident arrest notable Fame make december event hard history move concern Alpha person honor street seamstress quotation
rosalynn carter,lady Plains Georgia Jimmy reagan Southwestern Methodist Tidbits Trivia Mrs. Raised Baptist Steel Magnolia College Church married president publish carter autobiography life call Olympics book include recipe peanut soup nancy word ride capitol swearing-in adopt faith strong Ruth Honorary Chairman
rose,flower variety National Congress apricot Gertrude Stein september pink song June plant smell sweet state love Floral President Hoover Washington Square Tralee Dolly Parton Mister Lincoln Wild Irish fruit wine make garden York Georgia words hybrid Emblem call robert burns
roseanne,sitcom Becky Metcalf Conner Laurie Jackie Goranson play Sarah Chalke character September America Barr Harris sister show emmy title John Goodman role return series teens fall end tout favorite commotion elope boyfriend replace receive television original Coach Lives Darlene star
rosemary,herb spice remembrance memory thought seasoning baby Levin girl song call symbol traditional plant massage lamb Edison Lighthouse Romans Ophelia Mediterranean Scarborough Fair Essence Thomas Greek sprig film chicken love grow thrive salt water shakespeare pansy native serve emblem fidelity
